document_id,Review text,Sentiment
358,"carol feels as lifeless as many of the other hospital patients , but she's never been anywhere else and doesn't see many other opportunities in life .",positive
359,"however , when henry falls under her care , her outlook begins to change .",positive
360,the medical reports may state that he suffered a massive stroke .,positive
361,"carol , however , begins to grow suspicious that henry may just be faking it after all .",positive
362,"maybe she can get through to him , and maybe she can learn something about the money that he has stashed away .",positive
363,the opening 30 minutes are filled with hilarious attempts of carol trying to bring henry ? back to life . ',positive
364,and what are some of carol's resuscitation techniques ?,positive
365,perhaps an erotic lapdance might stir his senses .,positive
366,"if that fails , maybe she'll try a little shock therapy by pushing him off a 20-foot high pier into the cold lake below .",positive
367,"when he finally comes out of his state of self-trance , the movie's direction changes , though it remains equally if not more entertaining .",positive
368,carol sees that henry is filled with charisma and self-assuredness .,positive
369,she is invigorated by his commanding presence and refreshed by his vibrancy .,positive
370,"this , of course , puts wayne in an odd situation .",positive
371,henry and carol's bond grows stronger when they enter into an agreement to rob an armored car .,positive
372,henry needs this heist because he is unable to retrieve his original stash .,positive
373,"meanwhile , this is carol's ticket to a better life .",positive
374,"wayne is uncomfortable with the situation , but helps out nonetheless .",positive
375,"however , his lack of commitment threatens their success .",positive
376,"the heist sequence is suspenseful , well paced , and casts the uneasy feeling that something will horribly go wrong .",positive
