Document_ID,Review,Sentiment
347,"firstly , there is nothing outstandingly inferior about the making of the film ( nor is there anything outstandingly good about it ) , but the plot holes make the film corny and stupid .",negative
348,"to be honest , i was more moved by the trailer than the film itself ( which isn't saying much ) .",negative
349,"mimi leder's follow-up to `the peacemaker' is equally incompetent , with all the big stars wasted .",negative
350,"( perhaps i'm just annoyed that the release of `the peacemaker' in the us overshadowed a far superior thriller , `the assignment' . )",negative
351,"it is very obvious that the title not only represents the big boom that will result from the collision , but also connotes the heavy impact on human lives .",negative
352,"however , the film simply fails on that note .",negative
353,"the effects are worn-out , the substandard screenplay limited the acting , and the director continued her sad run in terms of good-film-making credentials .",negative
354,she's still making good money though .,negative
355,"t ? a leoni's unfortunate character , the news reporter , is the foundation of the story and of the cast .",negative
356,but the film suffers from too many characters that do not need to be explored .,negative
357,"robert duvall's aging astronaut is lifeless , and morgan freeman's president is restricted to , well , a righteous president ( which means he's not interesting at all ) .",negative
358,"leoni's character is the only appealing one , and is played with reasonable conviction ( but a rather peculiar showing when reporting for msnbc ) , but was definitely undervalued by the director and screenwriters .",negative
359,warning : spoilers included ( but a lot of it is irrelevant and predictable anyway ) .,negative
360,"plot holes , plot holes , plot holes .",negative
361,"now , e . l . e .",negative
362,"is threatening to exterminate more than 99% of the human race , and they send eight puny little nuclear bombs up there ?",negative
363,where's the logic ?,negative
364,leder could have at least made it plausible with 20 .,negative
365,"and then it turns out that only a few percent of the world population actually perish , and those less selfish ones ( the ones that stayed at home ) were the victims .",negative
366,"the film was almost mocking them , telling them they had died for nothing .",negative
367,"i also fail to see how two teenagers , carrying a baby , would be the first to climb up the mountain/hill , even with a motorbike for a head-start .",negative
368,"it's unlikely that the dust will take just two years to settle , but that doesn't really matter .",negative
369,building caves was a strategy mentioned in `dr .,negative
370,"strangelove' , which proposed that people lived underground for one hundred or so years .",negative
371,now that is a more practical use for caves .,negative
372,what is the point of living in caves ?,negative
373,"there is no , unlike `dr .",negative
374,"strangelove' , any radioactivity outside to restrict exposure .",negative
